sentence_id	main_code	definition_id	sentence_order	nan_sentence	nan_tailo	zh_xc	english_via_gpt4_zh_translation
15600	8712	11760	2	講話無攬無拈。	Kóng-uē bô-lám-bô-ne. 	講話無精打采，提不起勁。	Speaking listlessly, can't muster any energy.
15601	8711	11759	1	這碗麵無鹹無纖，有夠歹食。	Tsit uánn mī bô-kiâm-bô-siam, ū kàu pháinn tsia̍h. 	這碗麵淡而無味，真難吃。	This bowl of noodles is bland and tasteless, really hard to eat.
15602	8704	11752	1	伊無聲無說行入來，害我驚一趒。	I bô-siann-bô-sueh kiânn--ji̍p-lâi, hāi guá kiann tsi̍t tiô. 	他不聲不響的走了進來，害我嚇一跳。	He came in quietly, giving me a scare.
15603	8703	11751	1	阿勇真無膽，天若烏就毋敢出門。	A-ióng tsin bô-tánn, thinn nā oo tō m̄-kánn tshut-mn̂g. 	小勇很膽小，天黑就不敢出門。	Xiao Yong is very timid, he dares not go out when it gets dark.
15604	8685	11731	1	無疑伊會做這款代誌。	Bô-gî i ē tsò tsit khuán tāi-tsì. 	沒料到他會做這種事。	I didn't expect him to do such a thing.
15605	8681	11727	2	伊是一个無路用人，無一項代誌做會好勢。	I sī tsi̍t ê bô-lōo-īng lâng, bô tsi̍t hāng tāi-tsì tsò ē hó-sè. 	他是一個不中用的人，沒有一件事做得好。	He is a useless person, there isn't a single thing he does well.
15606	8675	11718	1	伊是孤囝，煞猶未娶某就過身，𪜶兜就按呢無傳。	I sī koo-kiánn, suah iáu-buē tshuā-bóo tō kuè-sin, in tau tsiū-án-ne bô-thn̂g. 	他是獨子，卻在未婚時就往生，他家就這樣無人傳續香火。	He was an only son, but he passed away before getting married, leaving his family without anyone to carry on the family line.
15607	8652	11691	1	這兩種麥仔酒我啉著無差。	Tsit nn̄g tsióng be̍h-á-tsiú guá lim tio̍h bô-tsha. 	這兩種啤酒我喝起來沒什麼差別。	I don't taste much difference between these two beers.
15608	8652	11691	2	欲食飯抑食麵我攏無差。	Beh tsia̍h pn̄g ia̍h tsia̍h mī guá lóng bô-tsha. 	要吃飯或吃麵我都沒關係。	I don't mind whether to eat rice or noodles.
15609	8632	11667	1	無奈何，只好去揣阿伯鬥相共。	Bô-ta-uâ, tsí-hó khì tshuē a-peh tàu-sann-kāng. 	不得已，只好去找老伯伯幫忙。	I had no choice but to go ask Uncle for help.
15610	8625	11659	1	這條巷仔是無尾巷，你車毋通駛入去。	Tsit tiâu hāng-á sī bô-bué-hāng, lí tshia m̄-thang sái--ji̍p-khì. 	這條巷子是死巷子，你不要把車開進去。	This alley is a dead end, don't drive your car in there.
15611	8601	11630	1	這个牌子的產品真有信用。	Tsit ê pâi-tsú ê sán-phín tsin ū sìn-iōng. 	這個牌子的產品很有信用。	The products of this brand are very reliable.
15612	8598	11627	1	伊無一定會來。	I bô-it-tīng ē lâi. 	他不一定會來。	He may not necessarily come.
15613	8596	11622	1	山頂有真濟猴。	Suann-tíng ū tsin tsē kâu. 	山上有很多猴子。	There are many monkeys on the mountain.
15614	8594	11620	2	牛犅	gû-káng	公牛	Bull
15615	8594	11620	3	鹿犅	lo̍k-káng	公鹿	Bucks
15616	8591	11616	1	煮規桌頂的菜。	Tsú kui toh-tíng ê tshài. 	煮了整桌滿滿的菜。	Cooked a full table of dishes.
15617	8590	11615	3	焦麵	ta-mī	乾麵	Dry noodles
15618	8588	11613	2	你無愛食麵，無咱來去食炒飯。	Lí bô ài tsia̍h mī, bô lán lâi-khì tsia̍h tshá-pn̄g. 	你不喜歡吃麵，要不然我們去吃炒飯。	You don't like eating noodles, otherwise we can go eat fried rice.
15619	8588	21800	1	這種雪文真無洗。	Tsit-tsióng sap-bûn tsin bô sé. 	這種肥皂不耐洗。	This kind of soap is not durable for washing.
15620	8588	21801	1	恁彼个同事無，姓張的。	Lín hit ê tông-sū bô, sènn Tiunn--ê. 	你那個同事有沒有，姓張的。	Do you have a colleague surnamed Zhang?
15621	8588	21801	2	佇巷仔口無，彼間𥴊仔店。	Tī hāng-á-kháu bô, hit king kám-á-tiàm. 	在巷子口有沒有，那間雜貨店。	Is there a grocery store at the end of the alley?
15622	8586	21802	1	昨昏食賰的赤鯮若欲食愛落鼎閣焙一下。	Tsa-hng tsia̍h tshun--ê tshiah-tsang nā beh tsia̍h ài lo̍h tiánn koh puē--tsi̍t-ē. 	若要吃昨天吃剩的赤鯮魚，應下鍋熱一下。	If you want to eat the leftover red snapper from yesterday, you should heat it up in the pan.
15623	8574	11592	2	魚仔湯	hî-á thng		
15624	8574	11592	3	排骨湯	pâi-kut thng		
15625	8574	21803	1	這粒柑仔真有湯。	Tsit lia̍p kam-á tsin ū thng. 	這顆橘子多汁。	This orange is juicy.
15626	8574	21803	2	食桃仔食甲湯㴙㴙滴。	Tsia̍h thô-á tsia̍h kah thng tsha̍p-tsha̍p-tih. 	吃桃子吃得湯汁直滴。	Eating peaches until the juice drips down.
15627	8572	11589	2	這種草真𠢕湠。	Tsit-tsióng tsháu tsin gâu thuànn. 	這種草很會蔓延。	This kind of grass spreads very easily.
15628	8569	11585	5	門口一港風真冷。	Mn̂g-kháu tsi̍t káng hong tsin líng. 	門口一道風很冷。	The wind at the door is very cold.
15629	8549	21804	1	飯傷濟，愛減一寡起來我才食會去。	Pn̄g siunn tsē, ài kiám tsi̍t-kuá--khì-lâi guá tsiah tsia̍h ē khì. 	飯太多，要撥些出來我才吃得下。	The rice is too much, I need to remove some before I can eat it.
15630	8549	21804	2	伊猶未轉來，菜先減一寡起來留予伊。	I iáu-buē tńg-lâi, tshài sing kiám  tsi̍t-kuá khí-lâi lâu hōo--i. 	他還沒回來，菜先撥一些起來留給他。	He hasn't come back yet, set aside some dishes for him.
15631	8549	21805	1	減速	kiám-sok		
15632	8549	21805	2	減肥	kiám-puî		
15633	8548	11560	2	毛毯	môo-thán		
15634	8547	11559	2	蚵仔殼	ô-á khak	牡蠣殼	Oyster shell
15635	8547	11559	3	蚶仔殼	ham-á khak	文蛤殼	Clam shell
15636	8530	11535	2	欲去𨑨迌愛紮衫仔褲去替換。	Beh khì tshit-thô ài tsah sann-á-khòo khì thè-uānn. 	出去玩要帶衣褲去更換。	You need to bring clothes to change into when you go out to play.
15637	8509	11511	2	藤椅	tîn-í		
15638	8505	11507	2	棕鑢仔	tsang-lù-á	棕製刷子	Brown brush
15639	8502	11504	2	這本雜誌一個月出一期。	Tsit pún tsa̍p-tsì tsi̍t kò gue̍h tshut tsi̍t kî. 	這本雜誌是月刊。	This magazine is a monthly publication.
15640	8500	11500	2	代替	tāi-thè	替代、取代	Replace, Substitute
15641	8500	11500	3	替身	thè-sin	代替他人、他物的人或物	A person or thing that replaces others.
15642	8500	21807	1	我替你寄批。	Guá thè lí kià phue. 	我幫你去寄信。	I'll help you mail the letter.
15643	8500	21807	2	伊替我揉塗跤。	I thè guá jiû thôo-kha. 	他代我拖地。	He mops the floor for me.
15644	8499	21808	1	晾蠓罩	nê báng-tà	把蚊帳掛起來	Hang up the mosquito net.
15645	8498	11498	1	聽伊講話就知影伊真有智識。	Thiann i kóng-uē tō tsai-iánn i tsin ū tì-sik. 	聽他講話就知道他很有學問。	You can tell he is very knowledgeable just by listening to him speak.
15646	8487	11485	1	換準是我，我袂放伊煞。	Uānn-tsún sī guá, guá bē pàng i suah. 	換成我，我不會放過他。	If it were me, I wouldn't let him go.
15647	8464	11460	1	自從生理失敗，伊就若揜尾狗咧，攏無愛佮朋友來往。	Tsū-tsiông sing-lí sit-pāi, i  tō ná iap-bué-káu--leh, lóng bô ài kah pîng-iú lâi-óng. 	自從經商失利，他就像一隻喪志落魄的狗，不願跟朋友來往。	Ever since his business failed, he's been like a dispirited and dejected dog, unwilling to socialize with friends.
15648	8461	21809	1	伊真敢死，竟然對二樓跳落來。	I tsin kánn sí, kìng-jiân tuì jī lâu thiàu--lo̍h-lâi. 	他真不怕死，竟然從二樓跳下來。	He is really not afraid of death, he even jumped down from the second floor.
15649	8460	11456	1	世間敢有這款道理？	Sè-kan kám ū tsit khuán tō-lí? 	世間有這種道理嗎？	Is there such a principle in the world?
15650	8445	11436	2	壁敧去	piah khi--khì	牆壁傾斜了	The wall is leaning.
15651	8442	21810	1	解散	kái-sàn		
15652	8442	21810	2	遣散	khián-sàn		
15653	8442	21810	3	散佈	sàn-pòo		
15654	8442	21811	1	散步	sàn-pōo		
15655	8442	21811	2	散心	sàn-sim		
15656	8441	11426	2	藥散	io̍h-sán	藥粉	Medicine powder
15657	8439	11422	2	這敢是你的？	Tse kám sī lí ê? 	這是你的嗎？	Is this yours?
15658	8434	11411	2	物件愛收予好，欲用的時才袂揣無。	Mi̍h-kiānn ài siu hōo hó, beh īng ê sî tsiah bē tshuē bô. 	東西要收好，要用時才不會找不到。	Put things away properly, so you won't have trouble finding them when needed.
15659	8431	11407	1	新買的物件若有問題，緊提去換。	Sin bé ê mi̍h-kiānn nā ū būn-tê, kín the̍h khì uānn. 	新買的東西如果有問題，趕快拿去換。	If there is a problem with the new purchase, take it to exchange it quickly.
15660	8408	11381	1	緊來鬥跤手，毋通插胳徛咧看。	Kín lâi tàu-kha-tshiú, m̄-thang tshah-koh khiā leh khuànn. 	快來幫忙，不要插腰站在那邊看熱鬧。	Come and help, don't just stand there with your hands on your hips watching the fun.
15661	8403	11375	1	若拄著掣流，毋通想欲蹽過。	Nā tú-tio̍h tshuah-lâu, m̄-thang siūnn-beh liâu--kuè. 	若遇到激流，不要想涉水通過。	If you encounter rapids, don't think about wading through.
15662	8397	11369	1	惡性瘤	ok-sìng liû	惡性腫瘤，通常指癌症	Malignant tumor, usually refers to cancer.
15663	8397	21812	1	伊的惡性重大。	I ê ok-sìng tiōng-tāi. 	他的惡行重大。	His crimes are serious.
15664	8386	21813	1	伊定定講白賊，所以這馬攏無人欲插伊。	I tiānn-tiānn kóng-pe̍h-tsha̍t, sóo-í tsit-má lóng bô lâng beh tshap--i. 	他常常說謊，所以現在都沒人要理他。	He often lies, so now no one wants to deal with him.
15665	8386	21814	1	牌仔欲分進前愛先插插咧。	Pâi-á beh pun tsìn-tsîng ài sing tshap-tshap--leh. 	發牌之前要先洗一洗牌。	Before dealing the cards, you need to shuffle them first.
15666	8385	21815	1	戲院門口人插插插。	Hì-īnn mn̂g-kháu lâng tshah-tshah-tshah. 	戲院門口擠滿了人。	The entrance of the theater was crowded with people.
15667	8383	11352	2	提高	thê-ko		
15668	8382	11350	1	這張圖真媠，我欲描一張起來。	Tsit tiunn tôo tsin suí, guá beh biô tsi̍t tiunn khí--lâi. 	這張圖很漂亮，我要描一張起來。	This picture is very beautiful, I want to draw one.
15669	8376	11343	2	欲買柚仔愛揀較有重的。	Beh bé iū-á ài kíng khah ū tāng--ê. 	要買柚子要挑感覺沉重的。	You should choose grapefruits that feel heavy.
15670	8376	11343	3	揀菜　	kíng tshài	把不要的菜挑掉，要的留下來	Pick out the unwanted dishes and leave the ones you want.
15671	8366	21816	1	惡報	ok-pò		
15672	8366	21816	2	病情惡化	pēnn-tsîng ok-huà		
15673	8366	21817	1	伊干焦會惡我，毋捌惡人。	I kan-na ē ok--guá, m̄-bat ok--lâng. 	他只會對我兇，不曾兇別人	He only ever gets mad at me, never at anyone else.
15674	8347	11308	2	安全帽	an-tsuân-bō		
15675	8317	21818	1	你三點鐘才做會好，伊半點鐘就做好矣。	Lí sann tiám-tsing tsiah tsò ē hó, i puànn tiám-tsing tō tsò hó--ah. 	你三個小時才可做好，他半個小時就做好了。	It took you three hours to finish it, but he finished it in half an hour.
15676	8312	11267	1	氣象報告講明仔載會比今仔日較寒。	Khì-siōng pò-kò kóng bîn-á-tsài ē pí kin-á-ji̍t khah kuânn. 	氣象報告說明天會比今天寒冷。	The weather report says it will be colder tomorrow than today.
15677	8275	21819	1	日報	ji̍t-pò		
15678	8275	21819	2	暗報	àm-pò		
15679	8275	21819	3	報社	pò-siā		
15680	8257	11200	1	你是食啥食甲喙箍紅紅？	Lí sī tsia̍h siánn tsia̍h kah tshuì-khoo âng-âng? 	你是吃什麼吃得嘴邊紅紅的？	What did you eat that made your mouth red?
15681	8222	11162	2	喙角發炎	tshuì-kak huat-iām		
15682	8199	21820	1	伊真好喙。	I tsin hó-tshuì. 	他嘴巴很甜。	He is very sweet-talking.
15683	8199	21820	2	你毋通遐歹喙。	Lí m̄-thang hiah pháinn-tshuì. 	你不可以口出惡言。	You cannot speak evil words.
15684	8198	21821	1	我𬦰樓梯𬦰甲足喘的。	Guá peh lâu-thui peh kah tsiok tshuán--ê. 	我爬樓梯爬得很喘。	I'm very out of breath from climbing the stairs.
15685	8191	11116	2	做善事	tsò siān-sū		
15686	8191	11116	3	善心	siān-sim		
15687	8190	21822	1	伊有喃講欲搬出去。	I ū nauh kóng beh puann--tshut--khì. 	他曾透露說要搬出去。	He revealed that he wanted to move out.
15688	8176	11093	1	雨傘	hōo-suànn		
15689	8113	11022	3	手麻麻	tshiú-bâ-bâ		
15690	8075	10979	1	這个囡仔若野馬咧。	Tsit ê gín-á ná iá-bé--leh. 	這個小孩像野馬一樣難拘束。	This child is as hard to restrain as a wild horse.
15691	8038	10938	2	一頂眠床	tsi̍t tíng bîn-tshn̂g		
15692	8029	10917	2	釣被頭	tiò phuē-thâu	粗縫被單開口	Rough seam single opening quilt
15693	8026	21823	1	伊彼部頭鬃烏㽎㽎。	I hit phō thâu-tsang oo-sìm-sìm. 	他那一頭烏黑亮麗的頭髮。	His hair is black and shiny.
15694	8026	21823	2	一部竹仔	tsi̍t phō tik-á	一叢竹仔	A clump of bamboo
15695	8026	21824	1	竹部	tik-phō		
15696	8024	10900	1	伊是有翁的查某，你毋通貪戀伊的美色。	I sī ū ang ê tsa-bóo, lí m̄-thang tham-luân i ê bí-sik. 	她是有夫之婦，你不可以迷戀她的姿色。	She is a married woman, you cannot be infatuated with her beauty.
15697	8017	10893	2	這聲伊走袂去矣。	Tsit-siann i tsáu bē khì--ah. 	這下子他跑不掉了。	He can't run away this time.
15698	7992	21825	1	你毋通遐貧惰骨。	Lí m̄-thang hiah pîn-tuānn-kut. 	你不要那麼懶。	Don't be so lazy.
15699	7984	10856	1	等軟晡才來去買果子。	Tán nńg-poo tsiah lâi-khì bé kué-tsí. 	等傍晚再去買水果。	Go buy fruits again in the evening.
15700	7982	10854	1	這馬的人攏罕得寫批矣。	Tsit-má ê lâng lóng hán-tit siá phue--ah. 	現在的人都很少寫信了。	Nowadays, very few people write letters.
15701	7976	10846	1	這主的貨草袂䆀。	Tsit tsú ê huè-tsháu bē-bái. 	這家的貨色還不錯。	The goods of this store are not bad.
15702	7957	10823	2	賣貨頭，卸貨尾。	Bē huè-thâu, sià huè-bué. 	以利潤較高的售價賣出新貨，再將存貨削價變現。	Sell new goods at a higher profit price, then discount the inventory for cash.
15703	7941	10804	1	冰的麥仔酒啉著透心涼。	Ping--ê be̍h-á-tsiú lim tio̍h thàu-sim-liâng. 	冰啤酒喝下肚真是涼透頂。	Drinking ice-cold beer really cools you down to the core.
15704	7932	10794	2	伊的頭毛軟㽎㽎。	I ê thâu-mn̂g nńg-sìm-sìm. 	他的頭髮柔軟而富有彈性。	His hair is soft and elastic.
15705	7930	21826	1	這个問題連老師傅都袂曉。	Tsit ê būn-tê liân lāu sai-hū to bē-hiáu. 	這個問題連老師傅都不會。	Even the master teacher can't answer this question.
15706	7930	21826	2	連遮大條的新聞都毋知。	Liân tsiah tuā ê sin-bûn to m̄-tsai. 	連這麼大的新聞都不知道。	You don't even know such big news.
15707	7926	21827	1	通知	thong-ti		
15708	7926	21827	2	通報	thong-pò		
15709	7926	21827	3	通緝	thong-tsi̍p		
15710	7926	21828	1	萬事通	bān-sū-thong	什麼事都很專精	Specialized in everything.
15711	7926	21829	1	按呢講有通。	Án-ne kóng ū thong. 	這樣說合理。	It makes sense to say that.
15712	7914	21830	1	牛著貫鼻，人著教示。	Gû tio̍h kǹg phīnn, lâng tio̍h kà-sī. 	牛需要穿鼻孔戴鼻環，人需要教導。	Cows need to wear nose rings through their nostrils, people need to be taught.
15713	7914	21830	2	貫耳	kǹg hīnn	穿耳洞	Pierce ears
15714	7914	21831	1	拳頭拇對胸坎貫落去。	Kûn-thâu-bú tuì hing-khám kǹg--lo̍h-khì. 	拳頭對著胸部重擊下去。	The fist strikes hard against the chest.
15715	7908	10742	1	被囊剝起來洗。	Phuē-lông pak khí-lâi sé. 	被套拆下來洗。	The duvet cover is taken off to wash.
15716	7907	10741	1	伊頷頸掛一條真大條的金袚鍊。	I ām-kún kuà tsi̍t tiâu tsin tuā tiâu ê kim phua̍h-liān. 	他的脖子上掛著一條很大的金項鍊。	He has a very large gold necklace hanging around his neck.
15717	7900	10733	2	你毋通閣放蕩矣，愛為家己的將來設想！	Lí m̄-thang koh hòng-tōng--ah, ài uī ka-kī ê tsiong-lâi siat-sióng! 	你不要再放蕩了，要為自己的未來著想！	Stop being reckless and start thinking about your future!
15718	7894	10726	1	去人的公司上班，愛遵守人的規矩。	Khì lâng ê kong-si siōng-pan, ài tsun-siú lâng ê kui-kí. 	到人家的公司上班，要遵守人家的規矩。	When working at someone else's company, you have to follow their rules.
15719	7893	21832	1	這欲賣毋成錢，規氣送人。	Tse beh bē m̄-tsiânn-tsînn, kui-khì sàng--lâng. 	這要賣也賣不了幾個錢，乾脆送人。	This wouldn't sell for much money, might as well give it away.
15720	7875	10703	1	聽著車禍的消息，伊規个人攏愣去。	Thiann--tio̍h tshia-hō ê siau-sit, i kui-ê lâng lóng gāng--khì. 	聽到車禍的消息，他整個人都傻了。	Upon hearing the news of the car accident, he was completely stunned.
15721	7874	10701	1	魚仔豉鹽落去煎。	Hî-á sīnn-iâm lo̍h-khì tsian. 	魚要醃一點鹽再放下去煎。	Marinate the fish with a bit of salt before frying it.
15722	7872	10697	2	江湖一點訣，講破毋值三仙錢。	Kang-ôo tsi̍t-tiám kuat ,kóng-phuà m̄-ta̍t sann sián tsînn 。	江湖上只有一個訣竅，說穿了不值三分錢。	There's only one trick in the world of rivers and lakes, which is not worth three pennies when revealed.
15723	7868	10691	1	眠床頂舒一領被。	Bîn-tshn̂g tíng tshu tsi̍t niá phuē. 	床舖上舖一條被子。	Spread a quilt on the bed.
15724	7867	10690	2	被害人	pī-hāi-jîn		
15725	7808	10623	1	出力對伊的胸坎舂落去。	Tshut-la̍t tuì i ê hing-khám tsing--lo̍h-khì. 	用力對著他的胸部揍下去。	Punch him hard in the chest.
15726	7807	10620	2	魚脯	hî-póo	小魚乾	Dried small fish
15727	7777	10580	1	遮的舊衫留咧粗穿。	Tsia--ê kū sann lâu leh tshoo-tshīng. 	這些舊衣服留著當居家工作服。	Keep these old clothes for use as work-from-home outfits.
15728	7745	10540	3	細條巷仔	sè tiâu hāng-á	小巷子	Alley
15729	7743	10538	1	身軀無紮錢。	Sin-khu bô tsah tsînn. 	身上沒帶錢。	I didn't bring money with me.
15730	7743	10538	2	欲落雨矣，出門愛紮雨傘。	Beh lo̍h-hōo--ah, tshut-mn̂g ài tsah hōo-suànn. 	快下雨了，出門要帶雨傘。	It's going to rain soon, remember to bring an umbrella when you go out.
15731	7741	10536	1	衫裂去，愛緊紩紩咧。	Sann li̍h--khì, ài kín thīnn-thīnn--leh. 	衣服裂開來了，要趕快縫一縫。	The clothes have torn, need to sew them up quickly.
15732	7732	10519	1	腹肚枵到地矣，看著啥物會食得的物件攏提來窒喙空。	Pak-tóo-iau--kàu-tè-ah, khuànn tio̍h siánn-mih ē tsia̍h tit ê mi̍h-kiānn lóng the̍h-lâi that-tshuì-khang. 	肚子餓慌了，看到什麼可吃的都拿來裹腹。	Feeling panicked from hunger, I grab anything edible to fill my stomach.
15733	7729	10516	1	這種𨑨迌物仔外面窒倒街，免驚無地買。	Tsit-tsióng tshit-thô-mih-á guā-bīn that-tó-ke, bián-kiann bô tè bé. 	這種玩具外面到處是，不用怕買不到。	This kind of toy is everywhere outside, don't worry about not being able to buy it.
15734	7718	10502	2	第一巧	tē-it khiáu	最聰明的	The smartest
15735	7716	10499	2	第五號	tē-gōo hō		
15736	7713	10495	2	笠仔	le̍h-á	斗笠	Bamboo hat
15737	7712	10493	2	文章	bûn-tsiunn		
15738	7706	10486	1	公園內面的花草較疏櫳。	Kong-hn̂g lāi-bīn ê hue-tsháu khah se-lang. 	公園裡面的花草比較稀疏。	The flowers and plants in the park are relatively sparse.
15739	7669	21835	1	這號問題簡簡單單，眾人捌的曷著你講。	Tsit lō būn-tê kán-kán-tan-tan, tsìng-lâng bat ê a̍h-tio̍h lí kóng. 	這種問題很簡單，一般人都知道的還用你來說。	This question is very simple, it's something that everyone knows, there's no need for you to say it.
15740	7669	10444	1	你一人對眾人敢諍會贏人？	Lí tsi̍t lâng tuì tsìng-lâng kám tsènn ē iânn lâng? 	你一個人爭得贏大家嗎？	Can you win against everyone by yourself?
15741	7656	21836	1	生產	sing-sán		
15742	7656	21836	2	產銷	sán-siau		
15743	7656	21836	3	產量	sán-liōng		
15744	7656	21836	4	產地	sán-tē		
15745	7615	10374	2	藥仔食了人加真爽快。	Io̍h-á tsia̍h liáu lâng ke tsin sóng-khuài. 	藥吃下去後感覺舒服多了。	I feel much better after taking the medicine.
15746	7607	10363	1	炒青菜愛用猛火。	Tshá tshenn-tshài ài iōng mé-hué. 	炒青菜通常要用強一點的火。	Stir-frying vegetables usually requires a stronger flame.
15747	7602	10356	2	一粒球	tsi̍t lia̍p kiû		
15748	7601	10354	3	現貨	hiān-huè		
15749	7601	10355	2	現挽現食	hiān-bán-hiān-tsia̍h		
15750	7601	21837	1	現在	hiān-tsāi		
15751	7601	21837	2	現代	hiān-tāi		
15752	7601	21837	3	現今	hiān-kim		
15753	7601	21838	1	現場	hiān-tiûnn		
15754	7601	21839	1	我聽甲足現。	Guá thiann kah tsiok hiān. 	我聽得很清楚。	I hear very clearly.
15755	7601	21839	2	逐家攏看現現。	Ta̍k-ke lóng khuànn-hiān-hiān. 	大家都看得很清楚。	Everyone can see it very clearly.
15756	7600	10353	2	妖精現出原形。	Iau-tsiann hiàn tshut guân-hîng. 	妖精露出原形。	The fairy reveals its true form.
15757	7597	10348	2	猛虎難敵猴群。	Bíng hóo lân ti̍k kâu kûn. 	再凶猛的老虎也敵不過成群的猴子。比喻寡不敵眾。	Even the fiercest tiger cannot defeat a group of monkeys. It is a metaphor for the few cannot defeat the many.
15758	7596	21840	1	頭犁犁坐佇遐看報紙。	Thâu lê-lê tsē tī hia khuànn pò-tsuá. 	低著頭坐在那裡看報紙。	Sitting there with his head down, reading the newspaper.
15759	7594	21841	1	伊昨昏去牽一台轎車。	I tsa-hng khì khan tsi̍t tâi kiau-tshia. 	他昨天去買了一部轎車。	He bought a sedan yesterday.
15760	7572	21842	1	日本清酒	Ji̍t-pún tshing-tsiú		
15761	7569	21843	1	這間飯店加真清氣相。	Tsit king pn̄g-tiàm ke tsin tshing-khì-siùnn. 	這間飯店乾淨多了。 	This hotel is much cleaner.
15762	7538	21844	1	清廉	tshing-liâm		
15763	7538	21844	2	清高	tshing-ko		
15764	7538	21845	1	清寒	tshing-hân		
15765	7538	21845	2	清苦	tshing-khóo		
15766	7535	10260	1	這間厝傷淺，袂當做生理。	Tsit king tshù siunn tshián, bē-tàng tsò-sing-lí. 	這房子太短淺，沒辦法做生意。	This house is too shallow, it's not possible to do business.
15767	7535	21846	1	伊近視較淺。	I kīn-sī khah tshián. 	他近視度數較淺。	His nearsightedness is relatively mild.
15768	7535	21846	2	這副目鏡度數傷淺。	Tsit hù ba̍k-kiànn tōo-sòo siunn tshián. 	這副眼鏡度數太淺。	The prescription of these glasses is too weak.
15769	7533	10254	2	這間厝真深。	Tsit king tshù tsin tshim.2	這間房子蠻深邃的。	This house is quite profound.
15770	7533	21847	1	這本冊足深。	Tsit pún tsheh tsiok tshim. 	這本書很難。	This book is difficult.
15771	7533	21848	1	伊近視真深。	I kīn-sī tsin tshim. 	他近視很深。	His nearsightedness is very severe.
15772	7533	21849	1	這領衫色較深。	Tsit niá sann sik khah tshim. 	這件衣服顏色較深。	The color of this piece of clothing is darker.
15773	7533	21849	2	深藍色	tshim-nâ-sik		
15774	7498	21851	1	逐家攏咧無閒，你坐佇遮涼。	Ta̍k-ke lóng teh bô-îng, lí tsē tī tsia liâng. 	大家都在忙，你竟坐在此偷閒。	Everyone is busy, and yet you are sitting here idly.
15775	7496	10211	2	殺生	sat-sing		
15776	7496	10211	3	殺害	sat-hāi		
15777	7489	10200	3	一條歌	tsi̍t tiâu kua	一首歌	A song
15778	7489	10200	4	一條新聞	tsi̍t tiâu sin-bûn	一則新聞	A piece of news
15779	7489	10200	5	一條古	tsi̍t tiâu kóo	一則故事	A story
15780	7453	10150	2	伊斜目咧看你。	I tshua̍h-ba̍k teh khuànn--lí. 	他斜眼在看你。	He is looking at you with a sidelong glance.
15781	7389	10075	1	較早的人定定用掃梳笒仔捽囡仔。	Khah-tsá ê lâng tiānn-tiānn iōng sàu-se-gím-á sut gín-á. 	以前的人經常用細竹枝打小孩。	People in the past often used thin bamboo branches to spank children.
15782	7340	10014	3	若毋是我救伊，伊早就無命矣。	Nā m̄-sī guá kiù--i, i tsá tō bô-miā--ah. 	要不是我救了他，他早就沒命了。	If it weren't for me saving him, he would have been dead long ago.
15783	7335	10006	3	掩崁	am-khàm		
15784	7334	10002	2	推廣	thui-kóng		
15785	7334	10002	3	推捒	thui-sak		
15786	7334	10002	4	去補習班推看會進步袂。	Khì póo-si̍p-pan thui khuànn ē tsìn-pōo--buē. 	去補習班加強一下，看會不會進步。	Go to the tutoring class to strengthen it, see if there will be progress.
15787	7334	21853	1	推理	thui-lí		
15788	7334	21853	2	類推	luī-thui		
15789	7334	21854	1	皮鞋推甲金爍爍。	Phuê-ê thui kah kim-sih-sih. 	皮鞋擦得亮晶晶。	The leather shoes are polished brightly.
15790	7334	21854	2	地板推甲會照人影。	Tē-pán thui kah ē tsiò lâng-iánn. 	地板擦亮到可照出人影。	The floor is polished so brightly that it reflects people's images.
15791	7333	10000	2	推無閒	the bô-îng	推說沒空	Claiming to have no time
15792	7333	10000	3	推毋知	the m̄-tsai	推說不知道	Pretend not to know
15793	7331	21855	1	這本冊你共我接過去。	Tsit pún tsheh lí kā guá tsih--kuè-khì. 	這本書你幫我接過去。	Pass this book to me.
15794	7330	21856	1	換你來接手。	Uānn  lí lâi tsiap-tshiú. 	換你來接手。	It's your turn to take over.
15795	7330	21856	2	啥物人接你的缺？	Siánn-mi̍h-lâng tsiap lí ê khueh? 	誰來接你的職缺？	Who will fill your position?
15796	7330	21857	1	昨昏做無了的，這馬接落去做。	Tsa-hng tsò bô liáu--ê, tsit-má tsiap lo̍h-khì tsò. 	昨天沒做完的，現在接著做。	Continue now with what was not finished yesterday.
15797	7327	21858	1	去市場掠一隻雞。	Khì tshī-tiûnn lia̍h tsi̍t tsiah ke. 	到市場買隻雞。	Go to the market to buy a chicken.
15798	7327	21858	2	掠豬仔囝來飼。	Lia̍h ti-á-kiánn lâi tshī. 	買小豬回來養。	Buy a piglet to raise.
15799	7327	21859	1	上網掠資料。	Tsiūnn-bāng lia̍h tsu-liāu. 	上網去下載資料。	Go online to download data.
15800	7325	9977	2	掛慮	khuà-lī		
15801	7323	9974	1	伊佇番薯園咧掘番薯。	I tī han-tsî-hn̂g teh ku̍t han-tsî. 	他正在地瓜園挖地瓜。	He is digging sweet potatoes in the sweet potato field.
15802	7321	9968	2	排做三排	pâi tsò sann pâi		
15803	7321	21860	1	牛排	gû-pâi		
15804	7321	21860	2	豬排	ti-pâi		
15805	7319	21861	1	桌頂的飯菜總掃。	Toh-tíng ê pn̄g-tshài tsóng sàu. 	桌上的食物吃光光。	The food on the table has been completely eaten.
